asv,best_cosine,n_old_genomes,genome_top1,taxon_top1,genus_top1,genome_top5,taxon_top5,genus_top5,genome_top20,taxon_top20,genus_top20,genome_top50,taxon_top50,genus_top50,genome_top100,taxon_top100,genus_top100
d45aaeec9a07ee5bc7a02cbca9a84ee7,0.9961,16,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2990b08e6fdd30ce626c1f5d8d026587,1.0,20,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
58170f812d875827788d594fb6ddd4ce,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
beb16d17921d9d616810cfda4d470651,1.0,8,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8dddc010930174c81129a400de4404f2,0.9985,1,True,True,,True,True,,True,True,,True,True,,True,True,
421c4fde5e0b6d90aba4333ba1328d82,0.9995,2,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
9b81b6e45f605a8664136716c1f36aa2,0.9937,8,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
73e316aef3faef6abf714c6a2802f409,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
b2f2f46a7ac98e69a9c672e3c11d4dc6,0.998,1,False,False,,False,False,,True,True,,True,True,,True,True,
6281e84f5577a96d655059cf0de0540a,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2c8630b0baf30f2cc97a2f0b4bc96aca,0.9097,0,False,False,,False,False,,False,False,,False,False,,False,False,
1c4b816fb8f22fadba37d3f297f19730,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
e6bdf194852a3017f2294a9236f98dfc,0.9941,6,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True
47c6142121fd5fbdd963a7a6fccb2c5e,0.9995,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
455800da158eb1acad1d1e9657b345d2,0.9956,10,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
4651f1e124ac9d94cff06304c700b593,0.9966,5,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
a9aac800e685600e21278a2012556aa7,0.9976,1,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
f4993ea775e4b217485c9be1b55db40c,0.9971,1,False,False,,False,False,,False,True,,False,True,,False,True,
71f6d6badec9a36484ea0f6bea464bc2,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3ab282a70cea4c1440512ab7820c4cad,0.9912,5,False,False,,False,False,,False,True,,True,True,,True,True,
8967a8d6fe2dd175ae34bdac837af10a,0.9961,3,True,True,,True,True,,True,True,,True,True,,True,True,
e9ad9694aa9baa8ef6805db44808b3ce,0.9956,5,False,False,,False,True,,False,True,,True,True,,True,True,
5b1e1cf5993a1b5ab7467ae5ebe4d8a4,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
1557e1ae96e182db04d667afa2262c8e,0.9971,22,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True
6650a92f75285af3244da368e945c376,0.9941,13,False,False,,False,False,,True,True,,True,True,,True,True,
65c647ffd0330aa88c24b8bf7674e6c7,0.9985,1,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
532ff193b68d71a9e2229dd125e1eeb1,1.0,2,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
85856de71cc20a58c1522fd9ba454442,0.9985,1,True,True,,True,True,,True,True,,True,True,,True,True,
99d585f7c8f524fa04880f847f0a31da,1.0,3,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
7935c8ea2b1b44460993759d6d1cd5da,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
af652e408f0db93cc4846d6901a6ce37,0.9966,13,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
f99471f9f75bc3c8400f9611fa7ee14f,0.9971,1,True,True,,True,True,,True,True,,True,True,,True,True,
c995fd3a6bbed38454cd050bc331deaa,0.9995,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8207352f9586edf5c23e242fba24021c,0.999,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
b1f59336f531943ed373eb155f8380ea,0.999,1,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True
ecc87bcfc432d272b961cd36e4246127,0.9937,4,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
638fc32ab42e9e47ae41e2aad6572cc9,0.999,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
14cf2dc39880985bc2129f16b8f963f5,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
6007fe9f1b2db53b8b47650fa99e3f10,0.9946,2,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False
450e10636606887dd168542a6fc0df36,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
b9779a83e705307c6596e4741240726c,1.0,20,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
adae8a46239a2d87cf6b3187212b0c5d,1.0,2,True,True,,True,True,,True,True,,True,True,,True,True,
b0b69224e197ce8061ddd3ea7ceff3d9,0.9937,53,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True
38296582075fc96045a4147fb746fe4b,0.9995,12,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4be7e3af901821b478005592cf83e189,0.9995,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
28e70a00b942f129979d73aacfbf7bcd,0.9976,12,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
2afb474b8a2ab64685b85624763d2186,0.9941,8,False,False,,True,True,,True,True,,True,True,,True,True,
61b47b9e51cba36e07b09f783d91532d,1.0,9,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True
2af9958fd7f71a6e23c081bc5ea32141,0.9966,2,True,True,,True,True,,True,True,,True,True,,True,True,
713e9dcfb8f87d843735061fd6bfe1e1,0.9927,10,True,True,,True,True,,True,True,,True,True,,True,True,
d184ddaaff75a83d4d9ce5566685f125,1.0,7,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
a3d67e84fce8a7747f69e619a049f2b9,0.9961,29,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
87046e29904457e4619c87f36ff133f0,0.9976,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ade13a0239469e844de6acb3f220d4b2,0.9985,1,True,True,,True,True,,True,True,,True,True,,True,True,
efbf6366dde7be4e10d52c16b61604d2,0.998,1,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
b0c57e0ed7d0bca22ad86fa554a57a0c,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
0ce72cb3f2222077b10a09aeab862462,1.0,4,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
d16302bbd739ffc628c49803b25c8f6e,1.0,3,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
fa7645eda32b4e6cfa5a7641e34be6b8,1.0,2,True,True,,True,True,,True,True,,True,True,,True,True,
98e48e291e82614b662dd427ed669231,1.0,8,False,True,,True,True,,True,True,,True,True,,True,True,
7e19fffce24aab1692689a26dff5f328,0.9985,8,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True
d28d9cd054df9e29c622b1ec1944d013,0.999,1,True,True,,True,True,,True,True,,True,True,,True,True,
30722c9b979a324b1a9e507436496b08,0.9985,1,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
5efed3b185cd579740418a733b461740,1.0,1,False,False,,False,False,,False,True,,False,True,,False,True,
d73a01cf4394c6ce1b6f91249a590671,0.9946,23,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
a489f58a63d2317f6ff094edb3fbd55d,0.998,11,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9298ac3ee3ca7f2d3eb2fcd739324462,1.0,12,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
86399b4152e937777cee90ee980e53c7,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
fa4cca3abe5e2f19f3d66fd3eafc8011,0.9995,1,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
f8d30c1e3d25ad222894f3a1a7a3eb2a,0.9941,1,False,False,,False,True,,False,True,,False,True,,False,True,
39514d7e0d952fb5735d67b878688bc8,1.0,43,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True
dbb33c04baa39aa2036f66ac54d07dac,0.998,2,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
71c170ae2a1a4f99b40b9fb4850c55fb,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
d0ee8cd5ce16c3dcf15fe70d87a7b4b5,0.9995,2,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
a0bbfb182e829dcd543eba20abe4bf13,1.0,8,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
aca560400c046d00c063af6e4596f8d5,0.999,4,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
76a43b01e1b397fed9d963f273f17a59,0.9961,10,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True
42de4e368cca3ff50954f82c12dd5315,1.0,7,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1f56ffc2734d7ef8efb20201a6700725,0.9995,1,True,True,,True,True,,True,True,,True,True,,True,True,
79e6f59a9f9e9a918479309917c34bb8,1.0,5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
334b1d727a1edd0d17d589993ea3a1ab,0.9976,5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
c09305c29479546a081817c3df4019cc,1.0,4,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
18e8b2bd0c2318ff13208d8febed727a,1.0,7,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
febbb96bc35744a5fc6936e547e3041c,0.9995,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
fd29bda0b56df34282a38393c8fbcbca,0.9946,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
49eabe5ac42dea1466d651d64825b6c6,0.998,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
08beb3b3788f0fb047aa7b0b035a64a6,0.999,1,False,True,,False,True,,True,True,,True,True,,True,True,
772c51fc3d0fb2e1bcaeda2b528c17cc,0.9961,6,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True
15baec8488957bacb3136134000dc93a,0.9995,5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1fd28ae75bb3ec630b2de2e3430c8f1e,0.9971,6,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True
3430b825e4b3a8125340b6e0f195bf98,0.9995,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
86d8b22d008c02c166ab930218a92e10,0.9966,7,True,True,,True,True,,True,True,,True,True,,True,True,
10378c24fd183ece5224eb4bb5980766,0.9951,23,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
c2baae149e8c7b36f47fe4bf2356f1f7,0.9858,0,False,False,,False,False,,False,False,,False,False,,False,False,
a50b9465cd3e7850eae2011497a4f41b,0.9985,13,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
dcf22aafce62a2d9046206ed47c5479e,0.9961,5,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True
121322a4bdcd6f088390c57de15de7ae,0.9995,1,True,True,,True,True,,True,True,,True,True,,True,True,
1071b98661dd8853c0e46701d6b23af6,0.9966,7,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
27eca4697c28c0d2d71d89a89895ea98,0.9966,2,True,True,,True,True,,True,True,,True,True,,True,True,
6d56db03597652c712579ef83511cad9,0.999,2,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
15c6e0bf37328b13715a4ae6571a255e,0.9966,6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
e7891537521872e90b0e0f41517de633,0.999,1,True,True,,True,True,,True,True,,True,True,,True,True,
251d66e77274e5b7d1eaf61e407f04b8,0.9976,1,True,True,,True,True,,True,True,,True,True,,True,True,
4343b6b7da6bae2055762dad082dd651,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
91b0e901cfecbf218fbaa882071bc0ff,0.9976,17,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
f84aa5ec0c6a8702f634b0fed4bb56e0,0.9995,1,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
9cf1aa88a0fc0c5655a20cd94313b748,0.9966,9,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
725fa7e245b8733a5fc9a4224886b669,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
5c9352f85a03deadbc046bcced83740a,0.9995,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1b2f4342857d36d36a40ca1bdeb10c3c,0.9985,10,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4a70dcab1da10b99743b8b5298cd2f6f,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
a012a92141e089dd0e178bc46889f8bd,0.9829,0,False,False,,False,False,,False,False,,False,False,,False,False,
84e4f817f54ee2f5785d8caa8c371879,0.9995,1,True,True,,True,True,,True,True,,True,True,,True,True,
e4bf10681d4b03152f1aded69bd8e7ab,0.9995,2,True,True,,True,True,,True,True,,True,True,,True,True,
4876b86f5480b63093b5ed493010d622,0.9966,6,True,True,,True,True,,True,True,,True,True,,True,True,
02e328ecac1fdf0f63bb40991465112b,0.9829,0,False,False,,False,False,,False,False,,False,False,,False,False,
644c14744299b1aa46a195610c9f1a6f,1.0,2,False,False,,True,True,,True,True,,True,True,,True,True,
ae89ff1c2542cc18bae68e862b05609c,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
c574f4c451bc5662da17b3af8d5ebf44,0.9985,3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
e12d0786351086c693d56af70d0e9234,0.9995,1,True,True,,True,True,,True,True,,True,True,,True,True,
0789f0701b19d9a2a240b29e42e64d0d,0.999,6,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
58bd12d54ddade76b08e3fc252745a97,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
201f8219b3baeb8ce71eb8de62e49ca7,0.9956,5,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True
674620811839f7b3abae4475a2cbd1fd,0.9995,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
d62995b61a683553373d223efcb7aeaf,0.9966,16,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True
eb0ccdfb925b4aa269b4e3d6848c7b32,0.9927,15,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
495f0278f21e9c70f64f973cab973d03,0.9985,1,True,True,,True,True,,True,True,,True,True,,True,True,
9cbf0954f06d3ad4ffa822ec80a7f4af,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
43b083f9636dbce1742a5107ad053584,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
6e72d85c5c29aaa1b7f043f60c8515fa,0.999,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
e5092df44ebdb6698c9fde3cdfb19ceb,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
96a0d03e75930560abfccfea17f4410f,0.9985,1,True,True,,True,True,,True,True,,True,True,,True,True,
08d10673b70f3d8b078a149a25d94b19,1.0,2,True,True,,True,True,,True,True,,True,True,,True,True,
8b07adb150b7469eafc89ddb46a9bef2,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8d941eda8589ac6399b9a5eea473711c,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4708a77110c6f82083fb0f0e64026556,1.0,19,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
f2a6e7637c20fbb79c069489fc527053,0.999,1,True,True,,True,True,,True,True,,True,True,,True,True,
71759382cfc2547ea9f6f84a1c2bff86,0.999,7,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True
fcd440ee90ed7a838d67a52025c2c7d6,0.9971,1,True,True,,True,True,,True,True,,True,True,,True,True,
160417c8184691818a991a146e5402d7,0.998,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
be3beb705ba2502ce1c0a3ac0b24feb3,0.9966,10,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
c68beead78f4f3b46f10ea9998c1bff7,0.9912,6,False,True,,True,True,,True,True,,True,True,,True,True,
60ec6b41425f294ba92e7b2f8cc23289,0.9849,0,False,False,,False,False,,False,False,,False,False,,False,False,
75ae184615957ea74819e0710296a493,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
920fe236cb3d2ec76bfac976e7f3878f,0.998,1,False,False,,True,True,,True,True,,True,True,,True,True,
0bc59e74450baf62ec83784e80a61aa5,0.9976,2,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
0674e7934525d446c54c31dc9b8e33d5,0.9927,0,False,False,,False,False,,False,False,,False,False,,False,False,
2d0678b27e5d621f7d924530fa929c26,0.9971,22,False,True,False,False,True,False,True,True,False,True,True,False,True,True,False
68a7e86d20300d64c5acb88a9021e2f4,0.9995,2,True,True,,True,True,,True,True,,True,True,,True,True,
22fa460af93a84061844f0660d43797e,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
b1a12be5e88edf77bfaef78dd01159eb,1.0,2,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
5842b861c82007643d496c3860a149f9,0.9966,4,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
065262b748557031f638872e76923c72,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
930364fee1f4684984efec7eacc41f85,0.999,4,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
e8bb8d9f0ab19588ba970ec5b20a7319,0.999,3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
36f3b6d6951a802a6906a07bed8168bb,0.9795,0,False,False,,False,False,,False,False,,False,False,,False,False,
8f9fe5d435f9b6b90c0bf2e7055bdb82,0.9946,8,False,False,,False,False,,True,True,,True,True,,True,True,
add6ee5276913213598665852c4b08fb,0.9995,5,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
e16f67ce9c9a6f842af7e459ca1d6239,0.9985,6,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
c04f2aa72eb5915198cc74dedbb985ea,0.9976,6,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False
6eca1e8c47d098b26976cba1c2bfdfb8,0.9941,2,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True
c040c750c7a9e9bdd14a5ee18b3c3b5b,0.9985,3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
f4e4eee188c4e5fb2a3b609a95f7036c,0.999,1,True,True,,True,True,,True,True,,True,True,,True,True,
8e7bd1c2bef6cba75457c867bea7fec1,0.9995,1,True,True,,True,True,,True,True,,True,True,,True,True,
eec9b8156043e0a6af0911723613a3da,0.9971,8,False,True,False,True,True,False,True,True,False,True,True,False,True,True,False
9a6c73fde0a30dc54868fac28b4fc86f,1.0,2,True,True,,True,True,,True,True,,True,True,,True,True,
c19a1c0bb75e671f02df2cbb306949d9,0.9985,1,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True
614e12aec73ab6030db3c1a7f5141bba,0.9995,2,True,True,,True,True,,True,True,,True,True,,True,True,
912c0c0d10313d835d3cd85636e51854,0.999,1,False,False,,False,False,,True,True,,True,True,,True,True,
5ed692eda11eb0a2b9db26ccfdc1eee7,0.9995,3,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
eae7dab14a3fcdc218d112865f01940b,0.9971,19,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True
ac88022abe88b69c50f8c064630c5ff2,0.9956,1,False,True,,True,True,,True,True,,True,True,,True,True,
613a529206f7a8428ca4bb000c908d35,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
75d80c6719572b77733668a43dddaa60,0.9971,2,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
a777d4d917d8136a45eebcd830b6e5f4,0.9985,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
e7a9beba4bfa0731ea9d0fa90bb065e3,0.9956,2,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
6552ab56103eaf5a3eb1e9b2f45e8ee7,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
bc073931df610b4c23a592ffb53b2238,1.0,7,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9556ed629add12bf69d350023ce028dd,0.999,3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ae47cfe63095fcaf0afb228c7502cb66,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
b751d80405d63e383de7ea09a7e2dcfd,0.9976,1,False,False,,True,True,,True,True,,True,True,,True,True,
a2bed1579fba6884369c1b3173330800,0.9956,22,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
3d94d8b70e7c5bf96bbb6b29f432ec1b,0.998,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3c8c974e9e9f2247fedc8b66253b5774,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
647927aceecdb8d63c0647ad64f33531,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4c9b3fff08afb1135eafe0f7c7438032,0.9995,1,True,True,,True,True,,True,True,,True,True,,True,True,
ac96db42031919a640395a42626c4cfe,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
1209cd9553a668c3c0e9ea29050fd3a1,0.9985,5,True,True,,True,True,,True,True,,True,True,,True,True,
13c192d50cff7e65ab17657c4769d790,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
b6bae6e1c31423a1dfd8b925ac173939,0.9937,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
ccd295e3a04fb7bb78f97b49d1d76562,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
1e3f1ba7e9eb6d326f7f7ea4792b1680,0.9971,8,True,True,,True,True,,True,True,,True,True,,True,True,
44ed1a1eb3ed2fe963e32f2d9591f332,1.0,2,True,True,,True,True,,True,True,,True,True,,True,True,
4f991b9a87b25e13c75f8eb888f9f7be,0.9932,6,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
499282a32d639ab44b7dc14af1e71965,0.999,18,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
147c28a497af9f823da70571c88b5ebe,0.999,5,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True
cca5f50c3116400e50fe7a3e7a0be852,0.9995,8,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
432a02504adb954775f641117e6d7b14,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
a36b617c346af9dc1b8b18938adc2fc9,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
dbecc9e8493f9f9f3816c44467a0b7d4,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
f4dd561d786dd46b9cb84eab6594d632,0.9961,9,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
350764427a7e15d2e95ee77951ea5c6c,0.9927,15,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
e335570f65a3bc3a849f355ac1698181,1.0,2,True,True,,True,True,,True,True,,True,True,,True,True,
70bc60bf6b649f62bb1ee7538331006f,0.9976,3,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
6f5c69090502aa2182ea4a5a24b1cc94,0.9941,15,False,False,False,False,False,True,False,False,True,False,True,True,False,True,True
5bbe2a5a01c16cb8363953430baaea87,0.9951,5,False,False,,False,False,,False,False,,False,False,,False,False,
dfc8c6977754afac6bdc71718f2a7910,0.9888,18,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True
4079dc43f1ee0b0433df1aaaafba110d,0.9946,9,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True
2d2be8e2152e95e0f171c4b66568e6f9,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
b42de67c23c492ca5f7c49025c6364a4,0.999,5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
f50dbd67a45eb3d4ad799c04f77b900d,0.999,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
bda11f81d4705f02ac8558b96bff4e28,0.9932,2,False,False,,False,False,,False,False,,False,False,,False,False,
e8279b17fcbd61e4b105b0a3d872b567,0.9976,20,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True
f961fc7bc93cdc2692d05871d6ef0296,0.9951,20,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True
d83c0d8fbc6ae1fe1c0dd12cbea1833a,0.9966,2,False,False,,False,False,,False,True,,False,True,,True,True,
db4543063a7cc4847ca4914a1f3f4611,0.9985,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7d92b18666da2334d7051a3a9791dc97,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
e9300c9ad8d48efb516b90fddffeff2e,0.9995,12,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
e367941e1e567e6ca872d51930564433,0.9995,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
489ebda75c9174b8e7ad565ac0f52b97,0.9976,1,True,True,,True,True,,True,True,,True,True,,True,True,
5b6a595a6fc20f9f06cf625ed712d163,1.0,1,True,True,,True,True,,True,True,,True,True,,True,True,
9d39b90a86fcc29202f4775515a05146,0.9956,5,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True
520df833871a8a531033d90f108d61a3,0.9985,1,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True
7dcd8f2c853c664b258593426d4590c3,1.0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
c1e12e70c3095cd1b1091f534242abd3,0.999,1,True,True,,True,True,,True,True,,True,True,,True,True,
ee4416ea3d6750d9a8586868330f1ff6,0.9966,1,True,True,,True,True,,True,True,,True,True,,True,True,
c3f093ce4164155c9b0f097a9ae7de70,0.998,3,False,False,False,False,True,False,False,True,True,False,True,True,True,True,True
18b7af5d1e7696bb8cd541bdde042b51,0.9971,2,False,False,,True,True,,True,True,,True,True,,True,True,
dbdb30396825379c82448fee2cbe497e,0.9922,5,False,True,,True,True,,True,True,,True,True,,True,True,
c17efdeaa645dec7b8f314690d1b9160,1.0,3,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
d6ede5314f1108426fbd0e2612d334d0,0.9956,1,False,False,,True,True,,True,True,,True,True,,True,True,
421b4676c5bde303e399360e708db7fc,0.998,1,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
0b5f1332724e9f07873bad86a8fbc029,0.9956,14,True,True,,True,True,,True,True,,True,True,,True,True,
05ced7360de47d5d168d5e800766013b,0.999,1,False,False,,False,False,,False,False,,False,False,,True,True,
a8f1172cd5341236c5e2a3ced113b0b2,0.999,1,True,True,,True,True,,True,True,,True,True,,True,True,
dec21d55511b3673e457876cc2797df6,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
b87169030deed04dc4b504c53964ffbe,1.0,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
597e0e7e460f5d0be7030d9da9e27e58,0.9971,3,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
36822e5c96ad047bd5a4d78c9ebfe7f6,0.998,3,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
51eeae8786b6b3388d60ae581c58d45e,1.0,3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
b21e9a2a1e6186cdab5d075a2e3bdeba,0.9966,16,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
fb282bece926443e2ce880ef4c696c6e,0.999,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
df20ccfbfc0741ee313d9e9433dbac01,0.9976,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
b488bf12e36de9f37c9b3da1febf2c3e,0.9961,9,True,True,,True,True,,True,True,,True,True,,True,True,
e47e7a777e94141d9ca4d03a24c43c22,0.9961,10,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
